DD011248	D007035;D003490;D018908;D011782;D012021;D012640;D000855;D001049;D003371;D006469;D006935;D006985;D015430;D012892;D001247;D005320;D009767;D013851;D015160;D005130;D005316;D006942;D002819;D006948;D009207;D017109;D014202;D008580;D007805;D004401;D003128;D008607;D006212;D009120;D009128;D009123;D009222;D013746;D017116;D006261;D012585;D010148;D005158;D006429;D012133;D011602;D004244;D014012;D000857;D006987;D010292;D004172;D006423;D001750;D014717;D006472;D000006;D003085;D014098;D003248;D004415;D006356;D006606;D002032;D006396;D012913;D041781;D016553;D011697;D011141;D000419;D014103;D003639;D005311;D014550;D009041;D019462;D014313;D006939;D007040;D006628;D000550;D009846;D021501;D020567;D018458;D004412;D048949;D056844;D053584
DD006331	D007035;D003490;D018908;D011782;D012021;D012640;D000855;D001049;D003371;D006469;D006935;D006985;D015430;D002100;D001247;D005335;D009767;D013851;D002303;D015160;D019584;D006942;D002819;D006948;D009207;D014202;D003693;D003128;D008607;D006212;D009120;D009222;D013746;D017116;D006261;D006429;D012133;D014826;D011602;D004244;D004172;D014717;D000006;D054058;D003248;D004415;D012913;D011697;D000419;D005311;D004489;D005222;D007383;D019462;D000788;D004418;D007040;D018458;D002639
DD006333	D007035;D003490;D018908;D012021;D012640;D000855;D001049;D003371;D006469;D006935;D006985;D015430;D002100;D012892;D018496;D001247;D009767;D013851;D002303;D015160;D005316;D006942;D051346;D009207;D014202;D003128;D008607;D006212;D009123;D006261;D006429;D012133;D014826;D011602;D004244;D014012;D010292;D006423;D014717;D000006;D054058;D003248;D004415;D006606;D012913;D011697;D053565;D000419;D005311;D004489;D005222;D007383;D019462;D000788;D004418;D007040;D016534;D009846;D002639;D016857;D003655;D053158
DD003327	D007035;D003490;D018908;D011782;D012021;D012640;D001049;D003371;D006469;D006935;D006985;D015430;D012892;D001247;D009767;D013851;D002303;D019584;D006942;D006948;D003693;D003128;D008607;D009128;D013746;D006261;D019547;D006429;D011602;D004244;D010292;D014717;D000006;D003085;D054058;D004415;D006356;D012913;D016553;D011697;D000419;D004489;D005222;D005483;D007383;D019462;D000788;D004418;D003655
DD009203	D007035;D003490;D009127;D018908;D011782;D012021;D012640;D001049;D003371;D006469;D006935;D006985;D015430;D002100;D012892;D018496;D001247;D009767;D013851;D002303;D005130;D006942;D006948;D014202;D003693;D003128;D006212;D006261;D019547;D005158;D018589;D006429;D011602;D004244;D006987;D010292;D004172;D006423;D014717;D000006;D003085;D054058;D014098;D003248;D004415;D006356;D006606;D006396;D012913;D004438;D041781;D011695;D016553;D011697;D000419;D006456;D003639;D005311;D004489;D005222;D005483;D007383;D019462;D000788;D004418;D007040;D009846;D003655;D020236
DD007022	D007035;D003490;D018908;D011782;D012021;D012640;D001049;D003371;D006935;D006985;D015430;D001247;D009767;D013851;D002303;D005316;D017109;D003693;D003128;D009120;D009128;D017116;D006261;D005158;D006429;D011602;D004244;D006930;D006941;D010292;D006423;D014717;D011141;D006456;D003639;D005311;D023341;D005483;D019462;D012607;D020250;D006939;D007040;D016534;D009846;D016857;D003655
DD000740	D007035;D003490;D011782;D012640;D003968;D001049;D003371;D006469;D006935;D006985;D015430;D002100;D012892;D001247;D005335;D005320;D009767;D013851;D002303;D015160;D005316;D006942;D051346;D014202;D003693;D003128;D008607;D006212;D017116;D006261;D004244;D015354;D014717;D006472;D000006;D003085;D054058;D003248;D004415;D006396;D016553;D011697;D000419;D006456;D005311;D045262;D005926;D010167;D004412;D016857;D003655
DD012507	D007035;D018908;D011782;D012021;D012640;D003371;D006469;D006935;D001247;D005335;D009767;D006942;D020234;D008580;D004401;D003693;D003128;D006212;D009128;D017116;D006261;D012585;D005158;D006429;D014826;D004244;D006312;D000857;D006987;D010292;D004172;D006423;D015354;D001750;D014717;D006685;D000006;D004415;D006606;D006396;D041781;D016553;D053565;D011141;D003639;D004489;D007040;D054068;D020795;D000849
DD011565	D007035;D015430;D001247;D005335;D009767;D013851;D006942;D003128;D008607;D013746;D017116;D006261;D012585;D011602;D004244;D014012;D010292;D014717;D014008;D000419;D023341;D005483;D006628
DD000471	D007035;D018908;D011782;D012640;D003968;D006935;D006985;D009207;D003128;D013746;D011602;D010292;D003248;D004415;D002032;D011697;D020250;D007040;D016857
DD006946	D007035;D018908;D012640;D001049;D015430;D005320;D009767;D013851;D003128;D008607;D009120;D004244;D014012;D014717;D000419;D000788;D006628;D020567
DD007003	D007035;D003490;D018908;D011782;D012021;D012640;D000855;D003968;D001049;D003371;D006935;D006985;D015430;D002100;D012892;D018496;D001247;D005320;D009767;D013851;D005316;D006942;D002524;D001264;D002819;D009207;D014202;D001039;D004401;D003693;D003128;D008607;D006212;D009120;D009123;D013746;D006261;D005158;D006429;D011602;D004244;D010292;D015354;D014717;D000419;D005311;D019462;D006628;D018458;D003655;D002375
DD006955	D007035;D003490;D018908;D011782;D012640;D003968;D015430;D005335;D002819;D003128;D008607;D006429;D011141
DD007008	D007035;D018908;D011782;D012021;D012640;D003968;D006935;D006985;D001247;D001264;D014202;D003128;D008607;D009120;D009123;D009222;D013746;D006261;D006429;D012133;D014826;D011602;D004244;D010292;D014717;D003248;D006606;D002032;D011141;D006939;D007040;D003655
DD007010	D007035;D009127;D018908;D011782;D012021;D012640;D003968;D001049;D006469;D006935;D015430;D005335;D002303;D002524;D002819;D014202;D002389;D003693;D003128;D008607;D009120;D006261;D006429;D011602;D004408;D014098;D003248;D006606;D011141;D002559;D006939;D007040;D018458
DD009748	D007035;D018908;D011782;D012021;D012640;D000855;D003968;D003371;D006935;D015430;D002100;D009767;D013851;D002303;D006948;D014202;D003128;D008607;D009123;D013746;D011602;D010292;D004172;D000006;D003248;D004415;D002032;D012607;D000550;D020567
DD011488	D007035;D012640;D000855;D003968;D015430;D001247;D003128;D008607;D000419
